Bruises,Skin,"9.1,110,10000,",CAFL
Bruises,,"9.09,727,787,880,10000,",XTRA
Bruxism,,"80,320,20000,85030,150000,225000,219340,453720,515150,683000,",KHZ
Bryozoa Cristatalla,,"396000,",HC
Bryozoa Cristatalla,,"981.59,12375,",XTRA
Bubonic Plague 1,,"20,210,216,333,500,523,660,690,727.5,768,786,787,880,",XTRA
Bubonic Plague 2,,"585,16014.55,20000,",XTRA
Bubonic Plague Secondary Infections,Lymph,"880,787,727,20,",CAFL
Bubonic Plague Yersinia Pestis,,"210,216,333,500,",CAFL
Bubonic Plague,,"500,",XTRA
Budd-Chiari Syndrome,,"50,240,72500,122530,342060,512330,682450,753070,926700,",KHZ
Bulbar Palsy Progressive,,"70,220,620,2500,5500,40000,475030,527000,667000,742000,",KHZ
Bulbospinal Neuropathy,,"190,1220,4330,17250,63210,119420,341230,403030,435000,711170,",XTRA
Bulla,,"110,550,1230,5580,27500,291250,293050,292000,345500,824370,",XTRA
Bunion Pain,Toe,"20,",CAFL
Bunions,,"20,2720,10000,",XTRA
Bunyaviridae Infections,,"260,650,5120,7000,42500,200000,458500,515150,683000,712420,",KHZ
Burkholderia Infections,,"70,120,750,930,12330,22500,57500,92500,324370,225000,",KHZ
Burkitt Lymphoma,,"50,570,850,52500,119340,375030,425710,568430,642910,985900,",KHZ
Burning Mouth Syndrome,,"40,410,30000,67500,55150,125000,350000,412330,563190,714820,",KHZ
Burns,,"190,10000,880,787,727,465,200,",CAFL
Burns,,"60,250,5000,7000,25750,87500,225000,450000,515150,687620,",KHZ
Bursitis 2,,"660,690,727.5,787,880,10000,",XTRA
Bursitis,Muscle,"880,787,727,",CAFL
Bursitis,,"60,230,20000,62500,125750,150000,357300,532410,653690,759830,",KHZ
BX Virus 1,,"1604,2008,2128,2790,2876,3713,10025,11503.89,11503.9,12534.12,16634.43,17034,21275,",XTRA
BX Virus a,,"21275,",XTRA
BX Virus,,"2128,3713,",CAFL
BY Human to Human Contact,,"334,",XTRA
BY Virus 3,,"2008,2128,3524,11162,11430,11780,17034,20080,",XTRA
BY Virus,,"2008,3524,",CAFL
Cadmium 111cd,,"451.38,486.61,20708,",XTRA
Cadmium 113cd,,"472.18,509.02,21662.11,",XTRA
Cadmium,,"14325,",XTRA
Caeliacia,,"674,",CAFL
Cafe-au-Lait Spots,,"520,600,2250,12850,45030,222700,425000,571000,839000,937410,",KHZ
Caffey-De Toni-Silvermann Syndrome,,"120,250,700,1070,2750,14530,32500,92500,356720,425580,",XTRA
Calcifications,,"326,",XTRA
Calcium 2,,"143.21,154.38,13140.62,",XTRA
Calcium Metabolism Improve,,"9.59,326,328,673.1,771,4760.5,10000,",XTRA
Calcium Metabolism,,"328,",XTRA
Calcium on Heart Valve,,"6004,",XTRA
Calcium Uptake Reduce,,"16,",CUST
Caliciviridae Infections,,"60,490,570,7500,2500,30000,72500,225750,419340,561930,",KHZ
Calming 1,,"2.5,7.83,10,80,304,6000,",XTRA
Calming 4,,"1.9,3.9,5.2,6.8,7.3,9.2,11.9,13.96,15.96,17.3,20.4,",CUST
Calming,,"6000,",CAFL
Campylobacter 1,,"333,378,523,705.86,732,733,768,786,1633,1834,2222,2823.5,",XTRA
Campylobacter 2,,"333,378,523,732,768,786,872.51,879.96,885.4,1633,1834,2222,11093.75,22000,",XTRA
Campylobacter Fetus Smear 1,,"912.17,18321.63,",XTRA
Campylobacter Fetus Smear 2,,"905.49,912.17,918.62,11415.62,11500,11581.25,",XTRA
Campylobacter Infections,,"130,350,47500,159300,352930,475150,527000,662710,742000,988900,",KHZ
Campylobacter Pyloridis 1,,"879.96,17674.4,",XTRA
Campylobacter Pyloridis 2,,"872.51,879.96,885,4,11093.75,11162.5,22000,",XTRA
Campylobacter,Indigestion,"733,1834,2222,378,705.86,2823.5,",CAFL
Canavan Disease,,"20,970,5690,32500,175030,451170,517500,683000,712420,995380,",KHZ
Cancer 1 Healing,,"568,1538,1829,2726,3445,6149,",XTRA
Cancer 4 W1,,"339,440,448,463,468,574,590,666,668,676,697,732,737,770,786,",CUST
Cancer 4 W2,,"854,866,1556,1662,1862,2127,2180,2182,2184,2452,2489,4445,5476,6064,6668,",CUST
Cancer Additional Frequencies 1,,"618,20,55.56,440,663,778,1050,1550,2180,3672,",CAFL
Cancer Additional Frequencies 2,,"2180,2182,2184,",CAFL
Cancer Adenocarcinoma Esophageal,Throat,"47,2182,2219,832,2084,2127,2160,2452,2876,",CAFL
Cancer Adenocarcinoma Esophageal,,"47,832,2084,2127,2160,2128,2219,2452,2876,",XTRA
Cancer Adenoma,Organ Linings,"433,",CAFL
Cancer All Tumors,,"727,727.5,728,2008,2128,",CUST
Cancer Always,,"11162.11,11503.9,",XTRA
Cancer Astrocytoma,,"857,",BIO
Cancer Astrocytoma,Brain,"857,9.19,8.25,7.69,2170,543,641,2127,880,690,666,",CAFL
Cancer Basic Set,,"120,464,524,66,728,784,800,854,880,2008,2084,2184,2452,2720,3040,3176,5000,6064,10000,",CAFL
Cancer Bladder 2,,"1015.99,1076.82,1093.47,1236.71,1272.83,1286.84,1378.98,1248.53,1577.75,1759.04,1778.38,1863.21,11031.25,13671.87,",XTRA
Cancer Bladder 3,,"329,1035.49,1087.17,1089.25,1238.74,1257.39,1261.5,1272.83,1350.21,1431.24,1564.68,1734.8,1799.56,1910.33,9889,11031.25,13671.87,",XTRA
Cancer Bladder 4,,"1013.25,1076.82,1228.66,1277.15,1288.03,1331.18,1373.96,1423.15,1564.68,1622.97,1742.8,1782.57,11031.25,13671.87,",XTRA
Cancer Bladder TBC,,"360,642,724,726,771,",XTRA
Cancer Bladder,,"329,635,847,9889,",CAFL
Cancer Bladder,,"80,5750,7250,50000,97500,210500,524370,655200,750000,927100,",KHZ
Cancer Blood Multiple Melanoma,,"728,",XTRA
Cancer Bone,,"570,830,2850,32500,97500,322530,436420,566410,835960,978850,",KHZ
Cancer Brain Tumor,,"40,20,30,5030,119340,350000,434330,691270,759830,927100,",XTRA
Cancer Breast 1,,"120,166,666,676,732,802,866,1550,2008,2100,2104,2112,2116,2120,2127,2128,2152,2182,218 4,2187,2189,2191,2876,2950,3072,",CAFL
Cancer Breast 2,,"28,96,317,422,477,690,728,808,942,1234,1552,1830,1862,2084,2112,2136,2145,2160,2720,3040,3176,4412,",CAFL
Cancer Breast 4,,"127,304,478,656,982,1582,2120,2134,9000,9999,",CAFL
Cancer Breast 5,,"64,95,96,240,317,422,524,664,808,854,942,943,1234,1552,1830,1862,2048,2050,2125,2136,2145,2160,2189,2450,2452,2876,3040,3176,4412,5000,",XTRA
Cancer Breast 6,,"127,304,478,656,982,1582,2120,2134,9000,9999,",XTRA
Cancer Breast,,"20,460,5120,27500,85000,95750,150000,525710,682450,753070,",KHZ
Cancer Bronchial,,"462,852,1582,",BIO
Cancer BX Carcinoma Virus1,,"10025,10026,10027,55,127,462,590,660,690,7275,787,852,856,880,1582,1755,2008,2120,2127.5,2008,",XTRA
Cancer BX Carcinoma Virus 2,,"2008,2005,",XTRA
Cancer BX Carcinoma Virus 3,,"2127,2008,880,787,727,690,666,",XTRA
Cancer BX Carcinoma Virus4,,"2127,2127.5,2128,2876,3713,10025,10026,10027,11503.9,12534.12,",XTRA
Cancer BY Sarcoma Virus 1,,"1503.9,16634.43,12534.43,12534.12,21275,17934,11503.89,11503.89,11503.89,10025,3713,2876,2790,2128,2008,1604,",XTRA
Cancer BY Sarcoma Virus 3,,"1604,2008,",XTRA
Cancer Carcinoid Tumor Gastrointestinal,,"50,520,600,930,12690,125000,269710,425030,571000,839000,",KHZ
Cancer Carcinoma 1,,"1570,1820,2008,2128,",XTRA
Cancer Carcinoma 3,,"303,690,728,2008,2104,2112,2120,2128,2136,2144,2152,2160,2168,2176,2184,2192,2200,2217,5000,9999,",XTRA
Cancer Carcinoma Basal Cell Skin 1,,"11276.06,11276.10,11276.11,11276.12,11276.23,11276.27,",XTRA
Cancer Carcinoma Bronchial,Lung,"462,776,852,1582,2104,2144,2184,3672,",CAFL
Cancer Carcinoma Colon,Colon,"656,",CAFL
Cancer Carcinoma General,,"340,690,728,2008,2104,2112,2120,2128,2136,2144,2152,2160,2168,2176,2184,2192,2200,2217,5000,9999,",CAFL
Cancer Carcinoma Larynx,Voice Box,"327,524,731,1133,",CAFL
Cancer Carcinoma Liver 1,Liver,"393,479,520,734,3130,",CAFL
Cancer Carcinoma Liver 2,,"143,238,275,334,433,477,574,676,752,763,767,779,869,876,1023.72,6641,6672,20562.06,",XTRA
Cancer Carcinoma Liver Fermentative,Liver,"214,",CAFL
Cancer Carcinoma Original Crane,Mouth,"2127.5,21275,",CAFL
Cancer Carcinoma Scan,Mouth,"728,690,2008,2104,2112,2120,2128,2136,2144,2152,2160,2168,2176,2184,2192,2200,2217,5000,9999,304,",CAFL
Cancer Carcinoma Uterine Fermentative,Uterus,"127,",CAFL
Cancer Carcinoma,Various,"727,787,880,2008,2120,2127,7130,",CAFL
Cancer Cell Repair Scalar,,"598209.060162,29783.075377,1482.81201,73.824863",CUST
Cancer Cells Conidium Head,,"728,",CAFL
Cancer Cervical,Uterus,"466,907,",CAFL
Cancer Cervical,,"10,400,780,5290,7500,37000,95500,185000,792000,985670,",KHZ
Cancer Colon,,"656,",BIO
Cancer Conidium Head Cells,,"728,",CAFL
Cancer Digestive System,,"30,180,930,2500,15690,115900,411500,540000,670000,790000,",KHZ
Cancer Droglioma,,"853,",CAFL
Cancer Ear,,"80,120,850,85030,119340,350000,512330,691270,759830,927100,",KHZ
Cancer Endocrine Gland,,"140,460,750,850,96500,355720,434150,571000,839000,932000,",XTRA
Cancer Endometrium,,"70,180,5690,20000,93500,175750,477500,527000,667000,873290,",KHZ
Cancer Esophageal,,"50,520,600,930,12690,125000,260710,418030,301000,812200,",KHZ
Cancer Ewings PNET,,"240,700,2750,17500,57500,92500,434060,567700,640000,980000,",XTRA
Cancer Experimental Additional Frequencies,,"55.56,6.8,440,778,1050,1550,2180,663,3672,",CAFL
Cancer Experimental Additional,,"6.79,55.56,66.5,440,663,778,1050,1550,2180,3672,",XTRA
Cancer Extracranial Germ Cell Tumor,,"140,750,2500,65000,87300,236420,400000,561930,714820,978050,",KHZ
Cancer Extracranial Tumor,,"140,750,2500,65000,87300,236420,434000,561930,714820,978050,",XTRA
Cancer Extrahepatic Bile Duct,,"10,370,830,2500,70000,95030,175000,269710,355720,755000,",KHZ
Cancer Eye Cancer Intraocular Melanoma,,"60,230,730,32500,90000,175000,344510,653690,753070,922530,",KHZ
Cancer Eye Cancer,,"60,230,730,32500,90000,175000,434510,653690,753070,922530,",XTRA
Cancer Feline Cat,,"424,830,901,918,",XTRA
Cancer Fibrosarcoma,,"1744,",PROV
Cancer Fibrous Tumor Secondary,,"1340,",CAFL
Cancer Frequencies,,"2127,2008,880,787,727,690,666,",XTRA
Cancer Gallbladder,,"80,850,2500,43000,97230,175000,388000,791000,853000,972100,",KHZ
Cancer Gastric,,"676,",XTRA
Cancer General 1,,"10000,5000,3176,2720,2489,2189,2184,2128,2084,2050,2008,880,854,800,784,728,666,524,464,333,304,120,",CAFL
Cancer General 2,,"10000,3176,3176,3040,2720,2489,2182,2127,2048,2008,1862,1552,880,802,786,727,665,664,465,304,125,96,72,64,20,",CAFL
Cancer General 3,,"10000,3176,2720,2489,2180,2128,2049,2008,1865,943,886,866,776,732,728,690,676,650,523,442,414,304,240,128,",CAFL
Cancer General Scan,,"421390,422810,424000,424250,427000,428000,429550,434000,434820,434110,",XTRA
Cancer General Set 1,,"120,304,464,524,666,728,800,854,880,2008,2050,2084,2128,2184,2489,2720,3176,5000,10000,",CAFL
Cancer General Set 2,,"20,72,96,304,465,664,665,727,786,802,880,1552,1862,2008,2048,2127,2182,2489,2720,3040,3176,10000,",CAFL
Cancer General Set 3,,"128,240,304,414,442,523,650,676,690,728,732,776,866,943,1865,2008,2049,2128,2180,2489,2720,3176,10000,",CAFL
Cancer Genital Female,,"30,460,27500,17500,40000,85160,95000,150000,210500,434170,",XTRA
Cancer Genital Male,,"40,550,780,50000,97500,229320,434370,519680,684810,712000,",XTRA
Cancer Genital Neoplasms Female,,"30,460,27500,17500,40000,85160,95000,150000,210500,451170,",KHZ
Cancer Genital Neoplasms Male,,"10,550,780,50000,97500,229320,454370,519680,684810,712000,",KHZ
Cancer Germ Cell Tumor Extragonadal,,"160,550,850,7500,20000,47500,95310,210500,475950,527000,",KHZ
Cancer Germ Cell,,"160,550,850,7500,20000,47500,95310,210500,434950,527000,",XTRA
Cancer Gestational Trophoblastic Tumor,,"250,780,930,10890,7500,95900,322530,415700,562910,742060,",KHZ
Cancer Gestational Tumor,,"250,780,930,10890,7500,95900,322530,434700,562910,742060,",XTRA
Cancer Glioblastoma Tremor,Brain,"463,466,470,",CAFL
Cancer Glioblastoma,Brain,"720,2008,2128,2180,2182,728,832,800,664,20,855,543,641,857,",CAFL
Cancer Gliomas,,"543,641,",BIO
Cancer Gliomas,Brain,"543,641,857,",CAFL
Cancer Hairy Cell,,"122,622,932,5122,1522,",BIO
Cancer Head and Neck,,"100,520,7500,30000,225030,434150,527000,662710,749000,986220,",XTRA
Cancer Hodgkin's Disease,,"552,1522,",BIO
Cancer HPV (Moles and Tumors),,"1603750,",CUST
Cancer Hypopharyngeal,,"110,1490,32570,102250,212500,434500,672500,735340,893500,930100,",XTRA
Cancer Intestinal,,"50,520,600,930,12690,125000,269710,425030,571000,839000,",KHZ
Cancer Intestinal,,"15,55,1070.81,1075.77,2000,21508,21607.59,",XTRA
Cancer Islet Cell Carcinoma,,"130,570,780,12270,68290,135250,272720,434530,733910,836420,",XTRA
Cancer Kaposi's Sarcoma,,"249,418,647,",XTRA
Cancer Larynx,,"30,870,2500,17500,35150,97500,293610,560000,840960,985900,",KHZ
Cancer Larynx,,"327,524,731,1133,",XTRA
Cancer Leukemia 2,,"6.79,14,15,422,428,440,450,465,590,666,690,727,787,822,880,1850,2008,2030,2127,10000,",XTRA
Cancer Leukemia Feline,Blood,"258,332,414,424,544,830,901,918,997,741,743,",CAFL
Cancer Leukemia Hairy Cell,Blood,"122,622,932,5122,488,781,",CAFL
Cancer Leukemia Lymphatic,Blood,"478,833,",CAFL
Cancer Leukemia T Cell,Blood,"222,262,822,3042,3734,",CAFL
Cancer Leukemia,,"424,830,901,918,",BIO
Cancer Leukemia,Blood,"2127,2008,880,787,727,690,666,2217,",CAFL
Cancer Leukemia,,"70,120,600,800,2500,22500,72500,421390,739100,905310,",KHZ
Cancer Lip and Oral Cavity,,"80,570,15750,52500,62500,95000,250000,524370,682020,753070,",KHZ
Cancer Liver Cancer,,"110,520,81300,135710,221500,337500,570510,691510,775480,971550,",KHZ
Cancer Liver Carcinoma 1,,"393,479,520,734,3130,",XTRA
Cancer Liver Carcinoma 2,,"143,238,275,334,433,477,574,676,752,763,767,779,869,876,1023.72,6641,6672,20562,",XTRA
Cancer Liver Carcinoma Fermentative,,"214,",XTRA
Cancer Liver,,"214,393,479,520,734,3130,",XTRA
Cancer Lung Non-Small Cell,,"50,410,620,15750,87500,325000,512330,655200,750000,927100,",KHZ
Cancer Lung Small Cell,,"50,410,620,15750,87500,434000,512330,655200,750000,927100,",XTRA
Cancer Lung,,"462,776,852,1582,2104,2144,2184,3672,",XTRA
Cancer Lymphatic,,"478,833,",BIO
Cancer Lymphogranuloma Lymphoma,,"552,1522,",CAFL
Cancer Lymphogranuloma Venereum Secondary,,"430,555.7,620,624,840,866,1111.4,2213,2222.8,",XTRA
Cancer Lymphogranuloma Venereum,Anus Rectum,"430,620,624,840,866,2213,",CAFL
Cancer Lymphoma 1,,"2116,2180,2182,",XTRA
Cancer Lymphoma 2,,"350,930,7500,17500,52500,70000,93500,215700,434000,523010,",XTRA
Cancer Lymphoma B-Cell,,"120,410,930,2750,17500,35670,87500,93500,236420,519340,",KHZ
Cancer Lymphoma Non-Hodgkin's,,"350,930,12330,25230,35680,87500,93500,233630,434000,519340,",XTRA
Cancer Lymphoma,,"120,350,930,7500,17500,52500,70000,93500,215700,523010,",KHZ
Cancer Lymphosarcoma,Blood Dogs,"482,",CAFL
Cancer Maintenance,,"120,250,428,465,600,626,650,661,664,667,690,728,776,784,800,802,832,880,1489,1500,1600,1865,2000,2012,2100,2170,2490,2730,",CAFL
Cancer Malignant Mesothelioma,,"490,780,7500,8000,15430,62500,325000,434000,515700,655200,",XTRA
Cancer Melanoma 1,Skin,"100,1000,10000,666,728,1050,2050,2128,2008,2217,60,80,95,880,450,495,45,465,787,125,20,10,7.5,",CAFL
Cancer Melanoma 2,,"7.5,10,20,45,60,80,95,100,110,125,450,465,466,495,666,728,787,802,880,907,979,1000,1050,1102,1552,2008,2050,2128,2217,",XTRA
Cancer Melanoma Metastasis,Skin,"979,",CAFL
Cancer Melanoma,,"70,490,700,32800,102250,212750,321200,545680,795610,857770,",KHZ
Cancer Melanoma,,"490,700,32800,102250,212750,321200,434000,545680,795610,857770,",XTRA
Cancer Merkel Cell Carcinoma,,"190,520,680,800,2500,5170,15000,42500,92500,325430,",KHZ
Cancer Merkel Cell,,"80,120,850,5160,22400,43100,87220,97500,355720,434500,515000,",XTRA
Cancer Metasatic Squamous Neck,,"100,520,7500,30000,225030,475150,527000,662710,749000,986220,",KHZ
Cancer Mouth,,"80,570,15750,52500,62500,95000,250000,524370,682020,753070,",KHZ
Cancer Mouth,,"570,15750,52500,62500,95000,250000,434000,524370,682020,753070,",XTRA
Cancer Multiple Myeloma 1,,"249,263,418,422,475,526,647,728,781,822,1488,2008,2107,2128,2145,2950,4213,4750,5122,11780,21275,",XTRA
Cancer Multiple Myeloma,Blood,"249,263,418,422,475,526,647,781,822,1488,2008,2107,2128,2145,2950,4213,4750,5122,11780,21275,",CAFL
Cancer Multiple Myeloma,,"60,350,620,970,12500,27500,142500,434870,623010,815580,",XTRA
Cancer Multiple Myeloma/Plasma Cell Neoplasms,,"60,350,620,970,12500,27500,142500,325870,623010,815580,",KHZ
Cancer Mycosis Fungoides,,"852,",BIO
Cancer Mycosis Fungoides,,"170,220,930,2750,27500,132500,255580,434850,724940,825870,",XTRA
Cancer Myelodysplastic Syndrome,,"190,300,800,7500,27500,45580,96500,315700,419340,562960,",KHZ
Cancer Myeloid,,"422,822,",BIO
Cancer Myeloproliferative Disorders,,"50,410,600,950,5780,30000,57500,97500,325870,675960,",KHZ
Cancer Nasopharyngeal 2,,"105,172,253,274,465,660,663,667,669,727,738,744,776,778,787,825,880,929,52,941.92,1013,1032,1920,6618,8768,18670.15,18919.09,",XTRA
Cancer Nasopharyngeal,Throat,"105,172,253,274,660,663,667,669,738,825,1013,1920,6618,8768,",CAFL
Cancer Nasopharyngeal,,"70,320,620,850,5000,22500,60000,352930,422530,563190,",KHZ
Cancer Nervous System Neoplasms,,"40,250,650,930,2500,7500,96500,334250,475870,527000,",KHZ
Cancer Neuroblastoma,Nerve,"878,1757,2635,3513,4392,5270,6148,",CAFL
Cancer Neuroblastoma,,"40,180,780,2500,7500,55910,87500,96500,325870,523010,",KHZ
Cancer Non Hodgkins 1,Lymph,"574,588,666,778,1078,1120,1340,1744,3524,3713,",PROV
Cancer Non Hodgkins 2,,"2008,2004,2012,2116,2128,3672,7760,",PROV
Cancer Not Killed by Freqs 2008 and 2128,,"2180,2182,2184,",CAFL
Cancer Oral,,"80,570,15750,52500,62500,95000,434000,524370,682020,753070,",XTRA
Cancer Oropharyngeal,,"100,830,10890,2500,52500,87500,95190,204350,512590,709680,",KHZ
Cancer Osteosarcoma,,"140,300,830,7500,128000,202430,340000,450000,575370,719340,",KHZ
Cancer Otorhinolaryngologic Neoplasms,,"50,410,900,7500,108200,217500,387500,435230,595470,701990,",KHZ
Cancer Otorhinolaryngologic,,"50,410,900,7500,108200,217500,387500,434230,595470,701990,",XTRA
Cancer Ovarian,,"20,26,444,465,600,625,650,660,690,727.5,776,787,802,832,880,1500,1550,1600,1800,1865,2008,2127.5,2170,2489,2720,",XTRA
Cancer Ovarian,,"70,550,850,22500,47500,475030,527000,667000,752700,988900,",KHZ
Cancer Pain,,"3000,95,2127,2008,727,690,666,",CAFL
Cancer Pain,,"95,660,690,727.5,2008,2127.5,2720,3000,10000,",XTRA
Cancer Pancreatic 1,,"47,832,2084,2127,2160,2182,2219,2452,2876,",XTRA
Cancer Pancreatic 2,,"545,547,556,600,625,650,660,690,727.5,784,787,1560,2000,2008,2127.5,2184,2455,2489,2492,",XTRA
Cancer Pancreatic Exocrine and Islet Cell,,"60,500,47500,150000,219340,225150,210500,454500,515160,688290,",KHZ
Cancer Paranasal Sinus and Nasal Cavity,,"80,570,15750,52500,62500,95000,250000,524370,682020,753070,",KHZ
Cancer Parathyroid,,"30,520,480,2750,7500,55910,304370,519340,613690,706530,",KHZ
Cancer Pheochromocytoma,,"60,490,730,3210,30890,115830,322500,452500,697500,875350,",KHZ
Cancer Pituitary,,"100,520,7500,30000,225030,475150,527000,662710,749000,986220,",KHZ
Cancer Plasma Cell Neoplasm,,"70,120,600,800,2500,22500,72500,421390,739100,905310,",KHZ
Cancer Plasmacytoma,,"475,",BIO
Cancer Prostate 1,,"666,2125,2128,2131,2140,2145,3672,",CAFL
Cancer Prostate 2,,"20,60,72,95,125,304,442,666,690,727,766,787,790,800,920,1875,1998,2008,2050,2120,2127,2128,2130,2217,2250,2720,5000,",XTRA
Cancer Prostate 3,,"854,1840,2145,2288,",XTRA
Cancer Prostate,Prostate,"20,72,304,442,666,690,727,766,787,790,800,920,1875,1998,2008,2050,2120,2127,2128,2130,2217,2250,2720,5000,",PROV
Cancer Prostate,,"130,570,830,2250,97500,325710,475160,527000,667000,742000,",KHZ
Cancer Rectal,,"460,27500,17500,37500,85000,95750,150000,434000,571000,840000,",XTRA
Cancer Residual,,"610,15900,52810,62710,97530,248000,434500,524370,601270,781090,",XTRA
Cancer Respiratory Tract Neoplasms,,"100,550,730,870,67200,172850,230000,483200,535230,608210,",KHZ
Cancer Rhabdomyosarcoma Embryonal,,"6384,6024,2586,2217,2184,2128,2127,2100,2093,2084,2060,2048,2040,2032,2016,20 08,2005,2000,880,784,728,464,",CAFL
Cancer Rhabdomyosarcoma Embryonal Vega 1,,"2586,4445,5476,",CAFL
Cancer Rhabdomyosarcoma,,"464,728,784,880,2000,2005,2008,2016,2048,2084,2093,2100,2127,2128,2184,2217,6024,6384,",CAFL
Cancer Rhabdomyosarcoma,,"120,270,9330,34210,205690,317250,412500,692500,776950,838250,",KHZ
Cancer Salivary Gland,,"80,570,15750,52500,62500,95000,250000,524370,682020,753070,",KHZ
Cancer Sarcoma 2,,"728,785,802,880,1755,2005,2007.5,2015.9,2083.8,3524,",XTRA
Cancer Sarcoma General Resonant Light AlternateSet,,"1970,2040,2100,2490,3170,5000,5570,10240,13720,15610,10000,6000,5000,3170,2490,2040,2100,1970,2040,8030,",XTRA
Cancer Sarcoma General,,"1755,2008,3524,",CAFL
Cancer Sarcoma,,"727,787,880,2000,2008,2127,",CAFL
Cancer Sezary Syndrome,,"180,300,2330,17500,45750,375170,475000,527000,662710,723010,",KHZ
Cancer Sezary Syndrome,,"2120,300,2330,17500,45750,375170,434000,527000,662710,723010,",XTRA
Cancer Skin,,"150,180,20000,45150,73300,96500,125000,375750,412330,563190,",KHZ
Cancer Small Intestine,,"50,520,600,930,12690,125000,269710,425030,571000,839000,",KHZ
Cancer Squamous Cell Carcinoma,,"150,2120,20000,45150,73300,96500,125000,375750,434330,563190,",XTRA
Cancer Stomach 2,,"660,676,690,727.5,880,2167,2950,",XTRA
Cancer Stomach 3,,"347,352,676,695,705,728,880,2167,2779,2819,2950,",XTRA
Cancer Stomach 4,,"0.2,0.4,0.59,0.8,695,705,728,880,2167,2779,2819,2950,",XTRA
Cancer Stomach,,"676,728,880,2167,2950,",CAFL
Cancer Stomach,,"30,180,2500,15030,96500,125150,377910,647000,789000,985670,",KHZ
Cancer T Cell,,"222,262,822,3042,3734,",XTRA
Cancer Tertiary,,"20,421,965,50,383,",CAFL
Cancer Testicular,,"40,550,7250,50000,97500,222700,434590,517500,687620,712000,",XTRA
Cancer Thoracic Neoplasms,,"10,400,600,7250,55000,92500,175750,475160,527000,667000,",KHZ
Cancer Thoracic,,"40,400,600,7250,55000,92500,175750,434160,527000,667000,",XTRA
Cancer Throat BX Sweep 1,,"1605450-1609450,",CUST
Cancer Throat BX Sweep 2,,"1527520-1531520,",CUST
Cancer Throat Tumor 1,,"128,29000,38300,39007,",CUST
Cancer Throat Tumor 2,,"46015.6,23007.8,11503.9,10025,3713,2876,20480,1604,",CUST
Cancer Thymoma Malignant,,"20,220,25000,55750,105000,229320,410000,515160,782810,993410,",KHZ
Cancer Thymoma,,"20,220,25000,55750,105000,229320,434000,515160,782810,993410,",XTRA
Cancer Thyroid,,"130,570,32500,97500,322530,475160,527000,662710,749000,988900,",KHZ
Cancer Tonsil,,"80,120,40000,85000,136420,357300,425750,571000,840000,937410,",KHZ
Cancer Trophoblastic Neoplasms,,"130,7500,35160,67500,96500,275160,475160,527000,663710,752700,",KHZ
Cancer Trophoblastic,,"130,7500,35160,67500,96500,275160,434160,527000,663710,752700,",XTRA
Cancer Tumors,,"1873.477,2221.323,6350.333,10456.383,",CUST
Cancer Urethral,,"30,2750,7500,17500,96500,358570,434820,518920,683000,712230,",XTRA
Cancer Urinary Bladder Neoplasms,,"80,5750,7250,50000,97500,210500,524370,655200,750000,927100,",KHZ
Cancer Urologic Neoplasms,,"30,460,750,850,2500,7500,17500,96500,352930,451170,",KHZ
Cancer Uterine Cervical Neoplasms,,"10,400,780,5290,7500,37000,95500,185000,792000,985670,",KHZ
Cancer Uterine Fermentative,,"127,",BIO
Cancer Uterine Sarcoma,,"10,400,780,5290,7500,37000,95500,185000,792000,985670,",KHZ
Cancer Vulvar,,"30,460,27500,17500,40000,85160,95000,150000,210500,451170,",KHZ
Cancer Wilms' Tumor,,"50,530,14330,31230,56720,63440,231270,434820,622180,653500,",XTRA
Cancer 1,,"6.8,20,55.56,440,663,778,1050,1550,2180,3672,",CAFL
Cancer 2,,"0.15,0.18,20.00,45.15,73.30,96.50,125.00,375.75,412.33,563.19,",KHZ
Cancer 3,,"40,400,780,5290,7500,37000,95500,434000,792000,985670,",XTRA
Cancer 5,,"100,610,7670,32000,225030,434150,527000,662710,712000,750000,",XTRA
Cancer 5,,"120,270,9330,34210,205690,317250,434500,692500,776950,838250,",XTRA
Cancer 6,,"60,180,980,6050,22000,47280,87220,97500,355720,434500,515000,",XTRA
Cancrum Oris 2,,"20,660,690,727.5,787,802,880,1550,",XTRA
Cancrum Oris,Face,"20,727,787,802,880,",CAFL
Candida 1,,"3176,2644,1403,1151,943,886,877,866,762,742,661,465,464,450,414,386,381,254.2,120,95,64,20,",CAFL
Candida 2,,"10000,5000,3176,2489,1395,1276,1160,1044,928,877,812,728,696,580,464,381,348,232,116,58,20,",CAFL
Candida 3,,"20,60,95,125,225,427,464,727,",CAFL
Candida 4,,"20,60,95,125,225,427,464,465,675,709,727,1403,2128,2167,2128,",XTRA
Candida Albicans 1,,"464,464.5,465,465.5,841,",CAFL
Candida Albicans 1,,"414,952.34,956,79,962.75,12006.25,12062.5,12137.5,",XTRA
Candida Albicans 2,,"72,412,422,543,582,727,787,802,1016,1134,1153,1550,2222,",CAFL
Candida Albicans 2,,"412,414,464,8146,11092.5,11310,11742,11742.5,11745,",XTRA
Candida Albicans 3,,"20,152,225,240,427,442,650,688,751,880,1146,8146,",CAFL
Candida Albicans 3,,"464,464.5,465,465.5,841,",XTRA
Candida Albicans 4,,"188,250,376.9,464,465,753.9,841,1507,3015,",CAFL
Candida Albicans 7,,"956.79,19217.81,",XTRA
Candida Albicans,,"414,",VEGA
Candida Carcinomas,,"2167,2128,2182,465,",CAFL
